timestamp,shift,inflow_m3,outflow_m3,is_backwash,turbidity_ntu,ph_air_baku,pac_used_kg,pac_ideal_kg,water_loss_m3,loss_percentage,status_neraca_air,pac_waste_kg,waste_cost_idr,turbidity_category
2026-08-03 13:00:00,Shift 1 (Pagi),8672.15,8020.87,1,69.6,7.05,231.19,200.71,651.2799999999997,7.51001770033959,Normal (Proses Backwash),30.47999999999999,198119.99999999994,Sedang (50-150 NTU)
2026-08-03 14:00:00,Shift 1 (Pagi),8534.05,8227.7,0,51.8,7.24,194.74,173.14,306.34999999999854,3.5897375806328595,Normal,21.600000000000023,140400.00000000015,Sedang (50-150 NTU)
2026-08-03 15:00:00,Shift 1 (Pagi),8520.57,8267.52,0,57.0,7.17,182.61,179.93,253.04999999999927,2.9698717339332847,Normal,2.680000000000007,17420.000000000044,Sedang (50-150 NTU)
2026-08-03 16:00:00,Shift 2 (Sore),8821.88,8502.73,0,77.2,7.02,230.29,214.84,319.14999999999964,3.617709603848609,Normal,15.449999999999989,100424.99999999993,Sedang (50-150 NTU)
2026-08-03 17:00:00,Shift 2 (Sore),8903.44,8633.76,0,86.4,6.92,239.18,229.86,269.6800000000003,3.028941622563866,Normal,9.319999999999993,60579.999999999956,Sedang (50-150 NTU)
2026-08-03 18:00:00,Shift 2 (Sore),8689.2,8434.89,0,117.4,6.85,345.19,267.45,254.3100000000013,2.9267366385858455,Normal,77.74000000000001,505310.00000000006,Sedang (50-150 NTU)
2026-08-03 19:00:00,Shift 2 (Sore),8850.53,8577.03,0,71.6,7.22,233.11,207.66,273.5,3.0902104167773,Normal,25.450000000000017,165425.00000000012,Sedang (50-150 NTU)
2026-08-03 20:00:00,Shift 2 (Sore),8754.25,8448.62,0,49.4,6.89,190.83,174.28,305.6299999999992,3.4912185509895104,Normal,16.55000000000001,107575.00000000007,Rendah (<50 NTU)
2026-08-03 21:00:00,Shift 2 (Sore),8603.23,8374.06,0,91.8,6.97,256.69,229.63,229.17000000000007,2.6637669805410304,Normal,27.060000000000002,175890.00000000003,Sedang (50-150 NTU)
2026-08-03 22:00:00,Shift 2 (Sore),8754.21,8513.0,0,84.0,7.16,265.02,222.65,241.20999999999913,2.755359992506453,Normal,42.369999999999976,275404.9999999998,Sedang (50-150 NTU)
2026-08-03 23:00:00,Shift 2 (Sore),8930.71,8596.98,0,96.1,6.67,262.4,244.47,333.72999999999956,3.7368809422767013,Normal,17.92999999999998,116544.99999999985,Sedang (50-150 NTU)
2026-08-04 00:00:00,Shift 3 (Malam),8694.63,8457.42,0,60.1,7.36,194.11,187.94,237.20999999999913,2.728235704107008,Normal,6.170000000000016,40105.0000000001,Sedang (50-150 NTU)
2026-08-04 01:00:00,Shift 3 (Malam),8934.7,8265.39,1,62.8,6.72,226.06,197.0,669.3100000000013,7.491130088307401,Normal (Proses Backwash),29.060000000000002,188890.00000000003,Sedang (50-150 NTU)
2026-08-04 02:00:00,Shift 3 (Malam),8307.04,8036.8,0,60.1,7.18,191.43,179.57,270.2400000000007,3.2531443209615056,Normal,11.860000000000014,77090.00000000009,Sedang (50-150 NTU)
2026-08-04 03:00:00,Shift 3 (Malam),8823.29,8546.54,0,127.4,7.2,284.07,285.67,276.75,3.136585106009209,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-04 04:00:00,Shift 3 (Malam),8713.06,8422.2,0,139.5,7.31,292.67,299.0,290.85999999999876,3.338207242920384,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-04 05:00:00,Shift 3 (Malam),8655.15,8412.91,0,61.8,7.19,227.74,189.42,242.23999999999978,2.7987960924998387,Normal,38.32000000000002,249080.00000000015,Sedang (50-150 NTU)
2026-08-04 06:00:00,Shift 3 (Malam),8713.76,8433.32,0,62.3,7.6,208.68,191.36,280.4400000000005,3.218358091111076,Normal,17.319999999999993,112579.99999999996,Sedang (50-150 NTU)
2026-08-04 07:00:00,Shift 3 (Malam),8401.86,8151.17,0,101.8,7.24,245.46,237.66,250.6900000000005,2.983744075716573,Normal,7.800000000000011,50700.00000000007,Sedang (50-150 NTU)
2026-08-04 08:00:00,Shift 1 (Pagi),8667.05,8375.82,0,146.5,7.41,326.01,307.19,291.22999999999956,3.3601975297246423,Normal,18.819999999999993,122329.99999999996,Sedang (50-150 NTU)
2026-08-04 09:00:00,Shift 1 (Pagi),8753.57,8518.66,0,161.1,7.06,378.51,330.7,234.90999999999985,2.6835908092355445,Normal,47.81,310765.0,Tinggi (150-300 NTU)
2026-08-04 10:00:00,Shift 1 (Pagi),8921.68,8632.43,0,60.7,7.22,204.69,193.73,289.25,3.242102384304301,Normal,10.960000000000008,71240.00000000006,Sedang (50-150 NTU)
2026-08-04 11:00:00,Shift 1 (Pagi),8622.26,8385.94,0,66.6,7.51,188.38,195.41,236.3199999999997,2.7408127335524526,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-04 12:00:00,Shift 1 (Pagi),8578.73,8333.18,0,88.2,7.15,247.81,224.04,245.54999999999927,2.8623117874090838,Normal,23.77000000000001,154505.00000000006,Sedang (50-150 NTU)
2026-08-04 13:00:00,Shift 1 (Pagi),8624.74,8004.6,1,90.0,7.24,267.95,227.72,620.1399999999994,7.190245734943887,Normal (Proses Backwash),40.22999999999999,261494.99999999994,Sedang (50-150 NTU)
2026-08-04 14:00:00,Shift 1 (Pagi),8837.31,8595.37,0,72.8,7.4,244.72,208.93,241.9399999999987,2.7377109097677765,Normal,35.78999999999999,232634.99999999994,Sedang (50-150 NTU)
2026-08-04 15:00:00,Shift 1 (Pagi),8749.31,8436.66,0,56.3,7.05,190.25,183.78,312.64999999999964,3.5734246472007465,Normal,6.469999999999999,42054.99999999999,Sedang (50-150 NTU)
2026-08-04 16:00:00,Shift 2 (Sore),8620.54,8373.0,0,77.3,6.77,248.13,210.01,247.54000000000087,2.871513849480437,Normal,38.120000000000005,247780.00000000003,Sedang (50-150 NTU)
2026-08-04 17:00:00,Shift 2 (Sore),8776.99,8451.78,0,161.0,7.25,363.63,331.47,325.2099999999991,3.705256585685971,Normal,32.15999999999997,209039.9999999998,Tinggi (150-300 NTU)
2026-08-04 18:00:00,Shift 2 (Sore),8714.56,8386.82,0,63.2,7.4,227.17,192.63,327.7399999999998,3.7608324459295686,Normal,34.53999999999999,224509.99999999994,Sedang (50-150 NTU)
2026-08-04 19:00:00,Shift 2 (Sore),8845.3,8558.48,0,86.0,6.93,256.51,227.83,286.8199999999997,3.24262602738177,Normal,28.67999999999998,186419.99999999985,Sedang (50-150 NTU)
2026-08-04 20:00:00,Shift 2 (Sore),8594.69,8363.85,0,210.8,7.33,376.55,392.95,230.84000000000015,2.6858443992744374,Normal,0.0,0.0,Tinggi (150-300 NTU)
2026-08-04 21:00:00,Shift 2 (Sore),8650.85,8392.46,0,62.8,7.34,232.66,190.74,258.39000000000124,2.986874122196099,Normal,41.91999999999999,272479.99999999994,Sedang (50-150 NTU)
2026-08-04 22:00:00,Shift 2 (Sore),8641.18,8335.54,0,103.8,6.75,268.08,247.27,305.6399999999994,3.537016935187086,Normal,20.809999999999974,135264.99999999983,Sedang (50-150 NTU)
2026-08-04 23:00:00,Shift 2 (Sore),8480.47,8227.96,0,164.2,7.01,365.57,324.62,252.51000000000022,2.9775472349999497,Normal,40.94999999999999,266174.99999999994,Tinggi (150-300 NTU)
2026-08-05 00:00:00,Shift 3 (Malam),8744.42,8515.92,0,100.0,7.12,238.16,244.9,228.5,2.61309497942688,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-05 01:00:00,Shift 3 (Malam),8739.16,8077.42,1,123.4,7.16,310.76,277.35,661.7399999999998,7.57212363659665,Normal (Proses Backwash),33.40999999999997,217164.9999999998,Sedang (50-150 NTU)
2026-08-05 02:00:00,Shift 3 (Malam),8700.77,8387.66,0,109.9,7.05,300.66,257.36,313.1100000000006,3.598647016298564,Normal,43.30000000000001,281450.00000000006,Sedang (50-150 NTU)
2026-08-05 03:00:00,Shift 3 (Malam),8664.81,8358.54,0,96.7,7.04,293.9,238.01,306.2699999999986,3.5346418444258862,Normal,55.889999999999986,363284.9999999999,Sedang (50-150 NTU)
2026-08-05 04:00:00,Shift 3 (Malam),8487.69,8256.18,0,137.4,7.53,343.85,288.46,231.51000000000022,2.727597261445696,Normal,55.39000000000004,360035.0000000003,Sedang (50-150 NTU)
2026-08-05 05:00:00,Shift 3 (Malam),8636.9,8345.44,0,102.4,7.18,275.71,245.22,291.4599999999991,3.374590420173895,Normal,30.48999999999998,198184.99999999988,Sedang (50-150 NTU)
2026-08-05 06:00:00,Shift 3 (Malam),8648.59,8407.59,0,73.1,7.06,195.96,204.88,241.0,2.786581396505095,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-05 07:00:00,Shift 3 (Malam),8579.66,8340.83,0,83.3,7.19,236.94,217.26,238.82999999999993,2.783676742435014,Normal,19.680000000000007,127920.00000000004,Sedang (50-150 NTU)
2026-08-05 08:00:00,Shift 1 (Pagi),8675.81,8360.33,0,91.3,7.31,238.38,230.85,315.47999999999956,3.6363175311584692,Normal,7.530000000000001,48945.00000000001,Sedang (50-150 NTU)
2026-08-05 09:00:00,Shift 1 (Pagi),8760.61,8513.16,0,66.5,7.21,217.92,198.33,247.45000000000073,2.824575001055871,Normal,19.589999999999975,127334.99999999984,Sedang (50-150 NTU)
2026-08-05 10:00:00,Shift 1 (Pagi),8982.93,8727.61,0,84.8,7.16,225.73,229.71,255.3199999999997,2.8422797461407323,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-05 11:00:00,Shift 1 (Pagi),8726.19,8507.96,0,79.9,7.07,229.88,216.22,218.23000000000138,2.50086234656822,Normal,13.659999999999997,88789.99999999997,Sedang (50-150 NTU)
2026-08-05 12:00:00,Shift 1 (Pagi),8738.63,8421.26,0,102.3,7.07,257.49,247.92,317.369999999999,3.631804985449653,Normal,9.570000000000022,62205.00000000014,Sedang (50-150 NTU)
2026-08-05 13:00:00,Shift 1 (Pagi),8688.83,8002.08,1,184.8,7.08,374.2,361.14,686.75,7.9038259466464424,Normal (Proses Backwash),13.060000000000002,84890.00000000001,Tinggi (150-300 NTU)
2026-08-05 14:00:00,Shift 1 (Pagi),8412.18,8133.28,0,86.9,7.27,225.96,217.91,278.90000000000055,3.3154307206930964,Normal,8.050000000000011,52325.00000000007,Sedang (50-150 NTU)
2026-08-05 15:00:00,Shift 1 (Pagi),8696.02,8393.81,0,148.2,7.0,332.05,310.58,302.21000000000095,3.475267996163773,Normal,21.470000000000027,139555.00000000017,Sedang (50-150 NTU)
2026-08-05 16:00:00,Shift 2 (Sore),8709.03,8474.09,0,100.8,7.28,270.1,244.9,234.9400000000005,2.6976597853033057,Normal,25.200000000000017,163800.00000000012,Sedang (50-150 NTU)
2026-08-05 17:00:00,Shift 2 (Sore),9069.49,8788.71,0,84.7,7.48,203.92,231.69,280.78000000000065,3.0958741891771275,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-05 18:00:00,Shift 2 (Sore),8671.15,8414.78,0,65.0,7.27,172.9,194.29,256.369999999999,2.9565859199760007,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-05 19:00:00,Shift 2 (Sore),8745.23,8515.94,0,84.9,7.13,235.61,223.78,229.28999999999905,2.6218864455251496,Normal,11.830000000000013,76895.00000000009,Sedang (50-150 NTU)
2026-08-05 20:00:00,Shift 2 (Sore),8694.79,8422.47,0,82.8,6.94,233.61,219.52,272.3200000000015,3.131990536861747,Normal,14.090000000000003,91585.00000000003,Sedang (50-150 NTU)
2026-08-05 21:00:00,Shift 2 (Sore),8524.7,8209.54,0,58.6,7.52,199.53,182.2,315.15999999999985,3.6970215960678945,Normal,17.330000000000013,112645.00000000009,Sedang (50-150 NTU)
2026-08-05 22:00:00,Shift 2 (Sore),8871.42,8645.02,0,62.1,6.97,198.82,194.58,226.39999999999964,2.5520153481629735,Normal,4.239999999999981,27559.999999999873,Sedang (50-150 NTU)
2026-08-05 23:00:00,Shift 2 (Sore),8812.79,8559.08,0,91.6,7.37,253.92,234.95,253.71000000000095,2.878883985661759,Normal,18.97,123304.99999999999,Sedang (50-150 NTU)
2026-08-06 00:00:00,Shift 3 (Malam),8818.65,8574.4,0,147.5,7.33,342.3,314.0,244.25,2.7696983098320036,Normal,28.30000000000001,183950.0000000001,Sedang (50-150 NTU)
2026-08-06 01:00:00,Shift 3 (Malam),8563.59,7942.99,1,76.2,7.15,211.59,207.19,620.6000000000004,7.246960678874167,Normal (Proses Backwash),4.400000000000006,28600.000000000036,Sedang (50-150 NTU)
2026-08-06 02:00:00,Shift 3 (Malam),8910.42,8582.43,0,43.6,7.15,196.39,169.14,327.9899999999998,3.6809712673476644,Normal,27.25,177125.0,Rendah (<50 NTU)
2026-08-06 03:00:00,Shift 3 (Malam),8489.72,8225.82,0,33.9,6.83,161.9,147.97,263.89999999999964,3.108465296853131,Normal,13.930000000000007,90545.00000000004,Rendah (<50 NTU)
2026-08-06 04:00:00,Shift 3 (Malam),8788.03,8515.06,0,51.4,7.27,199.8,177.8,272.97000000000116,3.1061568975071903,Normal,22.0,143000.0,Sedang (50-150 NTU)
2026-08-06 05:00:00,Shift 3 (Malam),9028.57,8713.58,0,105.0,7.32,282.22,259.99,314.9899999999998,3.4888138431667453,Normal,22.230000000000018,144495.00000000012,Sedang (50-150 NTU)
2026-08-06 06:00:00,Shift 3 (Malam),8551.42,8320.46,0,46.5,6.98,207.51,166.23,230.96000000000095,2.700837989480121,Normal,41.28,268320.0,Rendah (<50 NTU)
2026-08-06 07:00:00,Shift 3 (Malam),8615.06,8345.11,0,112.2,7.17,291.0,258.04,269.9499999999989,3.133466278818707,Normal,32.95999999999998,214239.99999999985,Sedang (50-150 NTU)
2026-08-06 08:00:00,Shift 1 (Pagi),8714.95,8448.36,0,102.5,7.21,257.66,247.52,266.59000000000015,3.05899632241149,Normal,10.140000000000015,65910.0000000001,Sedang (50-150 NTU)
2026-08-06 09:00:00,Shift 1 (Pagi),8624.48,8341.94,0,75.2,7.32,237.39,207.21,282.53999999999905,3.276023597944445,Normal,30.17999999999998,196169.99999999985,Sedang (50-150 NTU)
2026-08-06 10:00:00,Shift 1 (Pagi),8467.4,8145.69,0,58.8,7.2,171.99,181.24,321.71000000000004,3.79939532796372,Normal,0.0,0.0,Sedang (50-150 NTU)
2026-08-06 11:00:00,Shift 1 (Pagi),8710.28,8405.4,0,70.8,6.87,221.45,203.24,304.880000000001,3.5002319098812094,Normal,18.20999999999998,118364.99999999987,Sedang (50-150 NTU)
2026-08-06 12:00:00,Shift 1 (Pagi),8540.65,8282.96,0,90.7,7.09,250.29,226.4,257.6900000000005,3.0172176590774766,Normal,23.889999999999986,155284.9999999999,Sedang (50-150 NTU)
2026-08-06 13:00:00,Shift 1 (Pagi),8771.04,8077.4,1,47.0,7.24,186.72,171.23,693.6400000000012,7.908298217771224,Normal (Proses Backwash),15.490000000000009,100685.00000000006,Rendah (<50 NTU)
2026-08-06 14:00:00,Shift 1 (Pagi),8562.09,8329.03,0,140.7,7.37,311.31,295.56,233.0599999999995,2.7219989511906495,Normal,15.75,102375.0,Sedang (50-150 NTU)
